Count,Hash,Compared Hash,Last Release,Next Release,Author's Name,Author's Date,Author's Date Short,Subject,Commit Message,Merge Commit,Merge Conflict,Files Changed,Insertions,Deletions,Sample Files,Sample Modified,Sample Added,Sample Deleted
10,fa1af64cd44b1df370e39394a479e3c33335fc6c,48cd6ccfbaab366bf082726d32f24dac2b4a8f91,0.0.0,rxjava-0.1.2-0-g74da07692,"Ben Christensen","2013-01-22T15:49:15-08:00","2013-01-22","Merge pull request #107 from benjchristensen/performance","Merge pull request #107 from benjchristensen/performance

Performance: Reduce synchronization",1,0,51 ,893 ,712 ,"language-adaptors/rxjava-clojure/src/main/java/rx/lang/clojure/ClojureAdaptor.java language-adaptors/rxjava-groovy/src/main/java/rx/lang/groovy/GroovyAdaptor.java language-adaptors/rxjava-jruby/src/main/java/rx/lang/jruby/JRubyAdaptor.java rxjava-core/src/main/java/rx/concurrency/package-info.java rxjava-core/src/main/java/rx/observables/Notification.java rxjava-core/src/main/java/rx/observables/Observable.java rxjava-core/src/main/java/rx/observables/Observer.java rxjava-core/src/main/java/rx/observables/Subscription.java rxjava-core/src/main/java/rx/observables/operations/OperationCombineLatest.java rxjava-core/src/main/java/rx/observables/operations/OperationFilter.java rxjava-core/src/main/java/rx/observables/operations/OperationLast.java rxjava-core/src/main/java/rx/observables/operations/OperationMap.java rxjava-core/src/main/java/rx/observables/operations/OperationMaterialize.java rxjava-core/src/main/java/rx/observables/operations/OperationMerge.java rxjava-core/src/main/java/rx/observables/operations/OperationMergeDelayError.java ","language-adaptors/rxjava-clojure/src/main/java/rx/lang/clojure/ClojureAdaptor.java language-adaptors/rxjava-groovy/src/main/java/rx/lang/groovy/GroovyAdaptor.java language-adaptors/rxjava-jruby/src/main/java/rx/lang/jruby/JRubyAdaptor.java rxjava-core/src/main/java/rx/concurrency/package-info.java rxjava-core/src/main/java/rx/observables/Notification.java rxjava-core/src/main/java/rx/observables/Observable.java rxjava-core/src/main/java/rx/observables/Observer.java rxjava-core/src/main/java/rx/observables/Subscription.java rxjava-core/src/main/java/rx/observables/operations/OperationCombineLatest.java rxjava-core/src/main/java/rx/observables/operations/OperationFilter.java rxjava-core/src/main/java/rx/observables/operations/OperationLast.java rxjava-core/src/main/java/rx/observables/operations/OperationMap.java rxjava-core/src/main/java/rx/observables/operations/OperationMaterialize.java rxjava-core/src/main/java/rx/observables/operations/OperationMerge.java rxjava-core/src/main/java/rx/observables/operations/OperationMergeDelayError.java ","rxjava-core/src/main/java/rx/observables/operations/OperatorSubscribeFunction.java rxjava-core/src/main/java/rx/util/AtomicObservableSubscription.java rxjava-core/src/main/java/rx/util/AtomicObserver.java rxjava-core/src/main/java/rx/util/AtomicObserverMultiThreaded.java rxjava-core/src/main/java/rx/util/AtomicObserverSingleThreaded.java rxjava-core/src/main/java/rx/util/CompositeException.java rxjava-core/src/main/java/rx/util/functions/Action0.java rxjava-core/src/main/java/rx/util/functions/Action1.java rxjava-core/src/main/java/rx/util/functions/Action2.java rxjava-core/src/main/java/rx/util/functions/Action3.java rxjava-core/src/main/java/rx/util/functions/Func0.java rxjava-core/src/main/java/rx/util/functions/Func1.java rxjava-core/src/main/java/rx/util/functions/Func2.java rxjava-core/src/main/java/rx/util/functions/Func3.java rxjava-core/src/main/java/rx/util/functions/Func4.java ","rxjava-core/src/main/java/rx/observables/operations/OperationToObservableFunction.java "
11,88b722b238353fbb705e71f84f458fb1511a27d0,fa1af64cd44b1df370e39394a479e3c33335fc6c,0.0.0,rxjava-0.1.2-0-g74da07692,"Ben Christensen","2013-01-24T20:22:34-08:00","2013-01-24","Merge pull request #110 from benjchristensen/build-fix","Merge pull request #110 from benjchristensen/build-fix

Build fix",1,0,5 ,21 ,2 ,"language-adaptors/rxjava-groovy/src/main/java/rx/lang/groovy/GroovyAdaptor.java language-adaptors/rxjava-jruby/src/main/java/rx/lang/jruby/JRubyAdaptor.java ","language-adaptors/rxjava-groovy/src/main/java/rx/lang/groovy/GroovyAdaptor.java language-adaptors/rxjava-jruby/src/main/java/rx/lang/jruby/JRubyAdaptor.java ","",""
12,e0ef8e6824cdffb0007ac312d81767f061828d21,88b722b238353fbb705e71f84f458fb1511a27d0,0.0.0,rxjava-0.1.2-0-g74da07692,"Ben Christensen","2013-01-24T22:24:16-08:00","2013-01-24","Merge pull request #112 from benjchristensen/examples","Merge pull request #112 from benjchristensen/examples

Examples Submodule",1,0,11 ,81 ,6 ,"rxjava-core/src/main/java/rx/observables/Observable.java ","rxjava-core/src/main/java/rx/observables/Observable.java ","",""
13,b764ef1b1d76e8ecc9d7a826ee57023ea91c6327,e0ef8e6824cdffb0007ac312d81767f061828d21,0.0.0,rxjava-0.1.2-0-g74da07692,"Ben Christensen","2013-01-29T13:47:20-08:00","2013-01-29","Merge pull request #114 from benjchristensen/examples","Merge pull request #114 from benjchristensen/examples

Examples",1,0,9 ,535 ,14 ,"rxjava-core/src/main/java/rx/observables/Observable.java rxjava-examples/src/main/java/rx/examples/java/RxExamples.java ","rxjava-core/src/main/java/rx/observables/Observable.java rxjava-examples/src/main/java/rx/examples/java/RxExamples.java ","rxjava-examples/src/main/java/rx/examples/java/RxExamples.java ",""
14,ca75023748036f3f5d7684e785b62d00463935a1,b764ef1b1d76e8ecc9d7a826ee57023ea91c6327,0.0.0,rxjava-0.1.2-0-g74da07692,"Ben Christensen","2013-01-31T10:08:36-08:00","2013-01-31","Merge pull request #109 from abersnaze/future","Merge pull request #109 from abersnaze/future

Creating toObservable for Future",1,0,2 ,143 ,0,"rxjava-core/src/main/java/rx/observables/Observable.java rxjava-core/src/main/java/rx/observables/operations/OperationToObservableFuture.java ","rxjava-core/src/main/java/rx/observables/Observable.java rxjava-core/src/main/java/rx/observables/operations/OperationToObservableFuture.java ","rxjava-core/src/main/java/rx/observables/operations/OperationToObservableFuture.java ",""
15,377effd9ef984225df94d7f78877e7584bbd9264,ca75023748036f3f5d7684e785b62d00463935a1,0.0.0,rxjava-0.1.2-0-g74da07692,"Ben Christensen","2013-01-31T10:09:16-08:00","2013-01-31","Merge pull request #108 from abersnaze/subject","Merge pull request #108 from abersnaze/subject

Adding a draft of Subject class",1,0,3 ,170 ,5 ,"rxjava-core/src/main/java/rx/observables/Notification.java rxjava-core/src/main/java/rx/subjects/Subject.java rxjava-core/src/main/java/rx/util/AtomicObserverSingleThreaded.java ","rxjava-core/src/main/java/rx/observables/Notification.java rxjava-core/src/main/java/rx/subjects/Subject.java rxjava-core/src/main/java/rx/util/AtomicObserverSingleThreaded.java ","rxjava-core/src/main/java/rx/subjects/Subject.java ",""
16,778b3e79bc65eca49801616f39ea2142d93982c9,377effd9ef984225df94d7f78877e7584bbd9264,0.0.0,rxjava-0.1.2-0-g74da07692,"Ben Christensen","2013-01-31T10:28:18-08:00","2013-01-31","Merge pull request #113 from billyy/concat","Merge pull request #113 from billyy/concat

Concat",1,1,2 ,346 ,0,"rxjava-core/src/main/java/rx/observables/Observable.java rxjava-core/src/main/java/rx/observables/operations/OperationConcat.java ","rxjava-core/src/main/java/rx/observables/Observable.java rxjava-core/src/main/java/rx/observables/operations/OperationConcat.java ","rxjava-core/src/main/java/rx/observables/operations/OperationConcat.java ",""
17,2da97a25a1c8d8977de81b7a80e055ba04f22b86,778b3e79bc65eca49801616f39ea2142d93982c9,0.0.0,rxjava-0.1.2-0-g74da07692,"Ben Christensen","2013-01-31T13:27:04-08:00","2013-01-31","Merge pull request #116 from benjchristensen/refactor","Merge pull request #116 from benjchristensen/refactor

Refactor",1,0,42 ,876 ,1350 ,"language-adaptors/rxjava-clojure/src/main/java/rx/lang/clojure/ClojureAdaptor.java language-adaptors/rxjava-groovy/src/main/java/rx/lang/groovy/GroovyAdaptor.java language-adaptors/rxjava-jruby/src/main/java/rx/lang/jruby/JRubyAdaptor.java rxjava-core/src/main/java/rx/Notification.java rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/Observer.java rxjava-core/src/main/java/rx/Subscription.java rxjava-core/src/main/java/rx/observables/operations/OperatorSubscribeFunction.java rxjava-core/src/main/java/rx/operators/OperationCombineLatest.java rxjava-core/src/main/java/rx/operators/OperationConcat.java rxjava-core/src/main/java/rx/operators/OperationFilter.java rxjava-core/src/main/java/rx/operators/OperationLast.java rxjava-core/src/main/java/rx/operators/OperationMap.java rxjava-core/src/main/java/rx/operators/OperationMaterialize.java rxjava-core/src/main/java/rx/operators/OperationMerge.java ","language-adaptors/rxjava-clojure/src/main/java/rx/lang/clojure/ClojureAdaptor.java language-adaptors/rxjava-groovy/src/main/java/rx/lang/groovy/GroovyAdaptor.java language-adaptors/rxjava-jruby/src/main/java/rx/lang/jruby/JRubyAdaptor.java rxjava-core/src/main/java/rx/Notification.java rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/Observer.java rxjava-core/src/main/java/rx/Subscription.java rxjava-core/src/main/java/rx/observables/operations/OperatorSubscribeFunction.java rxjava-core/src/main/java/rx/operators/OperationCombineLatest.java rxjava-core/src/main/java/rx/operators/OperationConcat.java rxjava-core/src/main/java/rx/operators/OperationFilter.java rxjava-core/src/main/java/rx/operators/OperationLast.java rxjava-core/src/main/java/rx/operators/OperationMap.java rxjava-core/src/main/java/rx/operators/OperationMaterialize.java rxjava-core/src/main/java/rx/operators/OperationMerge.java ","rxjava-core/src/main/java/rx/Notification.java rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/Observer.java rxjava-core/src/main/java/rx/Subscription.java rxjava-core/src/main/java/rx/operators/OperationCombineLatest.java rxjava-core/src/main/java/rx/operators/OperationConcat.java rxjava-core/src/main/java/rx/operators/OperationFilter.java rxjava-core/src/main/java/rx/operators/OperationLast.java rxjava-core/src/main/java/rx/operators/OperationMap.java rxjava-core/src/main/java/rx/operators/OperationMaterialize.java rxjava-core/src/main/java/rx/operators/OperationMerge.java rxjava-core/src/main/java/rx/operators/OperationMergeDelayError.java rxjava-core/src/main/java/rx/operators/OperationOnErrorResumeNextViaFunction.java rxjava-core/src/main/java/rx/operators/OperationOnErrorResumeNextViaObservable.java rxjava-core/src/main/java/rx/operators/OperationOnErrorReturn.java ","rxjava-core/src/main/java/rx/observables/operations/OperatorSubscribeFunction.java rxjava-core/src/main/java/rx/util/AtomicObserverMultiThreaded.java "
18,30e4c720d1c39b6e00f7f558f75710d5c5582204,2da97a25a1c8d8977de81b7a80e055ba04f22b86,,rxjava-0.5.1-0-g67024b3a4,"Ben Christensen","2013-02-05T13:48:36-08:00","2013-02-05","Merge pull request #120 from benjchristensen/javadocs","Merge pull request #120 from benjchristensen/javadocs

Fixing javadocs",1,0,15 ,620 ,672 ,"rxjava-core/src/main/java/rx/Notification.java rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/Observer.java rxjava-core/src/main/java/rx/Subscription.java ","rxjava-core/src/main/java/rx/Notification.java rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/Observer.java rxjava-core/src/main/java/rx/Subscription.java ","",""
19,b63f594866f44ca430553bc77146ad9e08293cdf,30e4c720d1c39b6e00f7f558f75710d5c5582204,,rxjava-0.5.1-0-g67024b3a4,"Ben Christensen","2013-02-05T23:09:15-08:00","2013-02-05","Merge pull request #122 from benjchristensen/examples","Merge pull request #122 from benjchristensen/examples

Examples Cleanup",1,0,8 ,318 ,167 ,"rxjava-core/src/main/java/rx/util/SynchronizedObserver.java ","rxjava-core/src/main/java/rx/util/SynchronizedObserver.java ","",""
20,1f48ae1c61c41668f5e063192d0aafb53f988f2a,b63f594866f44ca430553bc77146ad9e08293cdf,,rxjava-0.5.1-0-g67024b3a4,"Ben Christensen","2013-02-07T09:37:41-08:00","2013-02-07","Merge pull request #129 from mairbek/code-cleanup","Merge pull request #129 from mairbek/code-cleanup

Code cleanup",1,0,7 ,8 ,13 ,"rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/operators/OperationFilter.java rxjava-core/src/main/java/rx/operators/OperationZip.java rxjava-core/src/main/java/rx/subjects/Subject.java rxjava-core/src/main/java/rx/util/SynchronizedObserver.java ","rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/operators/OperationFilter.java rxjava-core/src/main/java/rx/operators/OperationZip.java rxjava-core/src/main/java/rx/subjects/Subject.java rxjava-core/src/main/java/rx/util/SynchronizedObserver.java ","",""
21,6e58701bd3035623259fa4edc748f237940d727e,1f48ae1c61c41668f5e063192d0aafb53f988f2a,,rxjava-0.5.1-0-g67024b3a4,"Ben Christensen","2013-02-07T23:21:41-08:00","2013-02-07","Merge pull request #132 from benjchristensen/language-tests-and-examples","Merge pull request #132 from benjchristensen/language-tests-and-examples

Refactoring language tests and examples layout",1,0,12 ,358 ,341 ,"language-adaptors/rxjava-groovy/src/main/java/rx/lang/groovy/GroovyAdaptor.java rxjava-examples/src/main/java/rx/examples/java/RxExamples.java ","language-adaptors/rxjava-groovy/src/main/java/rx/lang/groovy/GroovyAdaptor.java rxjava-examples/src/main/java/rx/examples/java/RxExamples.java ","","rxjava-examples/src/main/java/rx/examples/java/RxExamples.java "
22,6d238a8fad5302fff90f9be752288576c4ca08f0,6e58701bd3035623259fa4edc748f237940d727e,,rxjava-0.5.1-0-g67024b3a4,"Ben Christensen","2013-02-07T23:59:33-08:00","2013-02-07","Merge pull request #133 from benjchristensen/fixes","Merge pull request #133 from benjchristensen/fixes

Various fixes",1,0,5 ,221 ,216 ,"rxjava-core/src/main/java/rx/Notification.java rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/operators/OperationConcat.java rxjava-core/src/main/java/rx/operators/OperationToObservableFuture.java rxjava-core/src/main/java/rx/operators/OperationZip.java ","rxjava-core/src/main/java/rx/Notification.java rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/operators/OperationConcat.java rxjava-core/src/main/java/rx/operators/OperationToObservableFuture.java rxjava-core/src/main/java/rx/operators/OperationZip.java ","",""
23,8501c6234f73a50257a394ebd67379504ac29197,6d238a8fad5302fff90f9be752288576c4ca08f0,,rxjava-0.5.2-0-ga3cf7674a,"Ben Christensen","2013-02-11T09:14:16-08:00","2013-02-11","Merge pull request #137 from mairbek/ranges","Merge pull request #137 from mairbek/ranges

Implemented range operator. Fixes issue #68",1,0,9 ,394 ,7 ,"rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/util/Range.java ","rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/util/Range.java ","rxjava-core/src/main/java/rx/util/Range.java ",""
24,b35e7f2b686aa9d8071aaf7841c3014cb38bd56c,8501c6234f73a50257a394ebd67379504ac29197,,rxjava-0.5.2-0-ga3cf7674a,"Ben Christensen","2013-02-12T15:24:59-08:00","2013-02-12","Merge pull request #138 from mairbek/SequenceEqual","Merge pull request #138 from mairbek/SequenceEqual

Implemented SequenceEqual Operator",1,1,3 ,73 ,2 ,"rxjava-core/src/main/java/rx/Observable.java ","rxjava-core/src/main/java/rx/Observable.java ","",""
25,33857d833814b0a9220ea8e55fa7ad8f15c2a9ac,b35e7f2b686aa9d8071aaf7841c3014cb38bd56c,,rxjava-0.5.2-0-ga3cf7674a,"Ben Christensen","2013-02-12T15:34:44-08:00","2013-02-12","Merge pull request #140 from mairbek/TakeLast","Merge pull request #140 from mairbek/TakeLast

Implemented TakeLast operator",1,1,2 ,205 ,0,"rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/operators/OperationTakeLast.java ","rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/operators/OperationTakeLast.java ","rxjava-core/src/main/java/rx/operators/OperationTakeLast.java ",""
26,23872ddfbc3dcce0462123a9f969c1e9c3fe5b23,33857d833814b0a9220ea8e55fa7ad8f15c2a9ac,,rxjava-0.5.2-0-ga3cf7674a,"Ben Christensen","2013-02-12T16:10:19-08:00","2013-02-12","Merge pull request #142 from benjchristensen/dev","Merge pull request #142 from benjchristensen/dev

RxJava ErrorHandler Plugin",1,0,6 ,261 ,5 ,"rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/plugins/RxJavaErrorHandler.java rxjava-core/src/main/java/rx/plugins/RxJavaErrorHandlerDefault.java rxjava-core/src/main/java/rx/plugins/RxJavaPlugins.java rxjava-core/src/main/java/rx/util/functions/Functions.java ","rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/plugins/RxJavaErrorHandler.java rxjava-core/src/main/java/rx/plugins/RxJavaErrorHandlerDefault.java rxjava-core/src/main/java/rx/plugins/RxJavaPlugins.java rxjava-core/src/main/java/rx/util/functions/Functions.java ","rxjava-core/src/main/java/rx/plugins/RxJavaErrorHandler.java rxjava-core/src/main/java/rx/plugins/RxJavaErrorHandlerDefault.java rxjava-core/src/main/java/rx/plugins/RxJavaPlugins.java ",""
27,aca523ccf289d12c031eb383acc779b95e93e224,23872ddfbc3dcce0462123a9f969c1e9c3fe5b23,,rxjava-0.5.3-0-g314289ecb,"Ben Christensen","2013-02-14T09:19:16-08:00","2013-02-14","Merge pull request #144 from mairbek/mocks-inorder","Merge pull request #144 from mairbek/mocks-inorder

Used mockito's inOrder to verify ordering instead of hand-written stub",1,0,3 ,16 ,36 ,"rxjava-core/src/main/java/rx/operators/OperationTakeLast.java ","rxjava-core/src/main/java/rx/operators/OperationTakeLast.java ","",""
28,23f04ccd48ba7fc937c8c5fe65fed8bf6b0732dc,aca523ccf289d12c031eb383acc779b95e93e224,,rxjava-0.5.3-0-g314289ecb,"Ben Christensen","2013-02-14T12:25:09-08:00","2013-02-14","Merge pull request #145 from benjchristensen/issue-143","Merge pull request #145 from benjchristensen/issue-143

Support 'provided' dependencies in IntelliJ Idea build",1,0,6 ,58 ,26 ,"rxjava-core/src/main/java/rx/Observable.java ","rxjava-core/src/main/java/rx/Observable.java ","",""
29,3dfae54c6a3d4294577a5c3632f78f483039f0cb,23f04ccd48ba7fc937c8c5fe65fed8bf6b0732dc,,rxjava-0.5.3-0-g314289ecb,"Ben Christensen","2013-02-14T13:41:16-08:00","2013-02-14","Merge pull request #146 from benjchristensen/issue-87","Merge pull request #146 from benjchristensen/issue-87

Merge of Pull #125 for Issue #87 Operator TakeWhile",1,0,5 ,213 ,22 ,"rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/operators/OperationTake.java rxjava-core/src/main/java/rx/util/functions/Functions.java ","rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/operators/OperationTake.java rxjava-core/src/main/java/rx/util/functions/Functions.java ","",""
30,481f948f7ccc05320c78f848f3089d0c163aa5cd,3dfae54c6a3d4294577a5c3632f78f483039f0cb,,rxjava-0.5.3-0-g314289ecb,"Ben Christensen","2013-02-15T13:27:54-08:00","2013-02-15","Merge pull request #147 from benjchristensen/issue-45","Merge pull request #147 from benjchristensen/issue-45

Operator: forEach",1,0,3 ,127 ,4 ,"rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/util/AtomicObserver.java ","rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/util/AtomicObserver.java ","",""
31,01d824e40248f8e1867e95ea66c46668017a8f8f,481f948f7ccc05320c78f848f3089d0c163aa5cd,,rxjava-0.5.4-0-g7c0782999,"Ben Christensen","2013-02-19T10:24:46-08:00","2013-02-19","Merge pull request #150 from mairbek/code-cleanup","Merge pull request #150 from mairbek/code-cleanup

Cleaned up copy-paste in OperationMerge code",1,0,3 ,19 ,37 ,"rxjava-core/src/main/java/rx/operators/OperationMerge.java ","rxjava-core/src/main/java/rx/operators/OperationMerge.java ","",""
32,f0e8ca3a3edf3cf7473611b6c7f604f0ae5fd6ad,01d824e40248f8e1867e95ea66c46668017a8f8f,,rxjava-0.5.4-0-g7c0782999,"Ben Christensen","2013-02-27T12:29:45-08:00","2013-02-27","Merge pull request #156 from mairbek/toIterable","Merge pull request #156 from mairbek/toIterable

Implemented ToIterable Operation",1,0,3 ,164 ,10 ,"rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/util/Exceptions.java ","rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/util/Exceptions.java ","rxjava-core/src/main/java/rx/util/Exceptions.java ",""
33,ef3ff562a535c6fa0c42beb1cf73d4bb578e1e8f,f0e8ca3a3edf3cf7473611b6c7f604f0ae5fd6ad,,rxjava-0.5.4-0-g7c0782999,"Ben Christensen","2013-02-28T11:51:39-08:00","2013-02-28","Merge pull request #159 from mairbek/lastOrDefault","Merge pull request #159 from mairbek/lastOrDefault

Implemented LastOrDefault Operator",1,0,2 ,148 ,0,"rxjava-core/src/main/java/rx/Observable.java ","rxjava-core/src/main/java/rx/Observable.java ","",""
34,f55ef5c605aaf944c77ce133f446a1cc9c00dfd2,ef3ff562a535c6fa0c42beb1cf73d4bb578e1e8f,,rxjava-0.5.4-0-g7c0782999,"Ben Christensen","2013-02-28T12:33:23-08:00","2013-02-28","Merge pull request #160 from benjchristensen/mairbek_single-merge","Merge pull request #160 from benjchristensen/mairbek_single-merge

Manual merge of mairbek/single Pull #157",1,0,3 ,275 ,0,"rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/util/functions/Functions.java ","rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/util/functions/Functions.java ","",""
35,f7f47de25cad1ae27c9e20efce6c0e42d303a607,f55ef5c605aaf944c77ce133f446a1cc9c00dfd2,,rxjava-0.5.4-0-g7c0782999,"Ben Christensen","2013-03-01T12:00:15-08:00","2013-03-01","Merge pull request #165 from mairbek/range-fix","Merge pull request #165 from mairbek/range-fix

Fixed bug in ranges",1,0,2 ,24 ,1 ,"rxjava-core/src/main/java/rx/util/Range.java ","rxjava-core/src/main/java/rx/util/Range.java ","",""
36,621a433877e479b72648a48c120201cb0f2045c8,f7f47de25cad1ae27c9e20efce6c0e42d303a607,,rxjava-0.5.4-0-g7c0782999,"Ben Christensen","2013-03-02T13:51:11-08:00","2013-03-02","Merge pull request #166 from benjchristensen/next-review","Merge pull request #166 from benjchristensen/next-review

Review of Next Operation",1,0,2 ,399 ,0,"rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/operators/OperationNext.java ","rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/operators/OperationNext.java ","rxjava-core/src/main/java/rx/operators/OperationNext.java ",""
37,9c6dec9a9151aa02d99ac30c4643a3862cb9c961,621a433877e479b72648a48c120201cb0f2045c8,,rxjava-0.5.5-0-gd47e80d60,"Ben Christensen","2013-03-11T13:38:30-07:00","2013-03-11","Merge pull request #151 from mairbek/TakeUntiFunctional","Merge pull request #151 from mairbek/TakeUntiFunctional

Implemented TakeUntil operation",1,0,5 ,333 ,25 ,"rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/operators/OperatorTakeUntil.java ","rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/operators/OperatorTakeUntil.java ","rxjava-core/src/main/java/rx/operators/OperatorTakeUntil.java ",""
38,842c249a8b1759580cfb4b1030ce8c9f596645c7,9c6dec9a9151aa02d99ac30c4643a3862cb9c961,,rxjava-0.5.5-0-gd47e80d60,"Ben Christensen","2013-03-11T14:15:10-07:00","2013-03-11","Merge pull request #177 from benjchristensen/dematerialize-merge","Merge pull request #177 from benjchristensen/dematerialize-merge

Operator: Dematerialize - review and manual merge",1,0,2 ,138 ,0,"rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/operators/OperationDematerialize.java ","rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/operators/OperationDematerialize.java ","rxjava-core/src/main/java/rx/operators/OperationDematerialize.java ",""
39,3454ce2f85cc2975db516b73c286d718d600aaaa,842c249a8b1759580cfb4b1030ce8c9f596645c7,,rxjava-0.5.5-0-gd47e80d60,"Ben Christensen","2013-03-11T14:30:09-07:00","2013-03-11","Merge pull request #178 from benjchristensen/GetIterator-review","Merge pull request #178 from benjchristensen/GetIterator-review

Review and Refactor of GetIterator",1,0,2 ,156 ,58 ,"rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/operators/OperatorToIterator.java ","rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/operators/OperatorToIterator.java ","rxjava-core/src/main/java/rx/operators/OperatorToIterator.java ",""
40,76d5136e5cca14cce2e05a65a2372fb69a7505df,3454ce2f85cc2975db516b73c286d718d600aaaa,,rxjava-0.5.5-0-gd47e80d60,"Ben Christensen","2013-03-11T14:36:45-07:00","2013-03-11","Merge pull request #171 from mairbek/defer","Merge pull request #171 from mairbek/defer

Implemented Defer Operation",1,1,3 ,128 ,9 ,"rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/operators/OperationDefer.java ","rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/operators/OperationDefer.java ","rxjava-core/src/main/java/rx/operators/OperationDefer.java ",""
41,c3ff753848379f9d57f3d11f5e3280b4e9a8734c,76d5136e5cca14cce2e05a65a2372fb69a7505df,,rxjava-0.5.5-0-gd47e80d60,"Ben Christensen","2013-03-11T16:14:41-07:00","2013-03-11","Merge pull request #168 from mairbek/mostrecent","Merge pull request #168 from mairbek/mostrecent

Implemented Most Recent",1,1,2 ,223 ,0,"rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/operators/OperationMostRecent.java ","rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/operators/OperationMostRecent.java ","rxjava-core/src/main/java/rx/operators/OperationMostRecent.java ",""
42,cf8327005155dc8fb4b463cd5a90bd786857e476,c3ff753848379f9d57f3d11f5e3280b4e9a8734c,,rxjava-0.6.0-0-g7037b3237,"Ben Christensen","2013-03-11T20:00:50-07:00","2013-03-11","Merge pull request #179 from benjchristensen/groupBy-review","Merge pull request #179 from benjchristensen/groupBy-review

Operator GroupBy Pull Request - Review and Refactor",1,0,5 ,291 ,2 ,"rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/observables/GroupedObservable.java rxjava-core/src/main/java/rx/operators/OperatorGroupBy.java rxjava-core/src/main/java/rx/util/functions/Functions.java ","rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/observables/GroupedObservable.java rxjava-core/src/main/java/rx/operators/OperatorGroupBy.java rxjava-core/src/main/java/rx/util/functions/Functions.java ","rxjava-core/src/main/java/rx/observables/GroupedObservable.java rxjava-core/src/main/java/rx/operators/OperatorGroupBy.java ",""
